0.11,0.14,-0.69
0.11,0.15,-0.69
0.11,0.14,-0.69
0.12,0.14,-0.71
0.11,0.15,-0.69
0.11,0.14,-0.69
0.11,0.15,-0.71
0.11,0.14,-0.69
0.11,0.14,-0.69
0.11,0.15,-0.71
0.11,0.14,-0.69
0.11,0.15,-0.71
0.11,0.14,-0.69
0.11,0.14,-0.69
0.11,0.15,-0.71
0.11,0.14,-0.69
0.12,0.14,-0.69
0.11,0.14,-0.69
0.11,0.14,-0.69
0.11,0.14,-0.68
0.12,0.15,-0.69
0.11,0.14,-0.69
0.11,0.14,-0.69
0.12,0.14,-0.69
0.11,0.14,-0.69
0.11,0.14,-0.68
0.11,0.14,-0.69
0.11,0.14,-0.68
0.11,0.14,-0.68
0.11,0.20,-0.68
0.12,0.12,-0.68
0.12,0.05,-0.69
0.11,0.02,-0.68
0.09,-0.02,-0.63
0.05,0.11,-0.62
0.11,0.12,-0.78
0.08,0.11,-0.55
0.09,0.29,-0.77
0.12,0.25,-0.71
0.11,0.22,-0.68
0.09,0.17,-0.65
0.14,0.15,-0.65
0.06,0.15,-0.69
0.11,0.25,-0.71
0.12,0.23,-0.69
0.08,0.15,-0.74
0.14,0.22,-0.77
0.06,0.14,-0.62
0.08,0.09,-0.78
0.05,0.12,-0.82
0.12,0.05,-0.71
0.11,0.05,-0.71
0.14,0.18,-0.71
0.12,0.08,-0.69
0.12,-0.08,-0.71
0.09,0.00,-0.71
0.11,0.06,-0.68
0.08,0.02,-0.68
-0.02,0.02,-0.65
0.15,0.09,-0.74
0.06,0.09,-0.58
0.09,0.31,-0.75
0.12,0.26,-0.72
0.11,0.22,-0.68
0.12,0.18,-0.69
0.12,-0.03,-0.65
0.11,0.23,-0.68
0.11,0.32,-0.71
0.12,0.25,-0.68
0.05,0.06,-0.85
0.06,0.09,-0.63
0.06,0.11,-0.77
0.03,-0.06,-0.69
0.11,0.05,-0.72
0.12,0.06,-0.68
0.09,0.11,-0.68
0.11,-0.11,-0.69
0.12,0.14,-0.68
0.09,0.17,-0.69
0.09,0.06,-0.71
0.09,0.05,-0.75
0.20,0.22,-0.71
0.00,0.11,-0.65
0.18,0.29,-0.75
0.11,0.34,-0.75
0.14,0.18,-0.66
0.12,0.23,-0.69
0.11,0.06,-0.68
0.11,0.25,-0.72
0.11,0.37,-0.74
0.11,0.22,-0.72
0.14,0.20,-0.69
0.15,0.31,-0.66
0.23,0.26,-0.68
0.03,0.15,-0.65
0.14,0.17,-0.78
0.14,0.02,-0.63
0.09,0.06,-0.68
0.11,0.11,-0.72
0.09,0.12,-0.69
0.09,0.31,-0.74
0.12,0.09,-0.68
0.11,-0.02,-0.68
0.11,0.03,-0.71
0.15,0.14,-0.54
0.20,0.25,-0.71
0.06,0.15,-0.62
0.22,0.31,-0.63
0.11,0.23,-0.66
0.11,0.22,-0.69
0.11,0.18,-0.71
0.14,0.43,-0.69
0.12,0.14,-0.68
0.11,0.11,-0.71
0.11,0.26,-0.66
0.15,0.31,-0.63
0.08,0.12,-0.58
0.12,0.09,-0.75
0.14,0.09,-0.58
0.14,0.00,-0.58
0.09,0.06,-0.71
0.09,0.05,-0.68
0.12,0.18,-0.72
0.12,0.05,-0.68
0.12,-0.08,-0.71
0.11,0.00,-0.69
0.11,0.08,-0.69
0.08,0.02,-0.66
0.02,0.03,-0.65
0.14,0.09,-0.75
0.08,0.11,-0.57
0.09,0.32,-0.75
0.12,0.26,-0.72
0.11,0.20,-0.68
0.11,0.17,-0.69
0.12,-0.03,-0.66
0.09,0.23,-0.68
0.11,0.32,-0.72
0.12,0.25,-0.69
0.03,0.05,-0.83
0.08,0.11,-0.63
0.06,0.12,-0.78
0.03,-0.08,-0.68
0.11,0.05,-0.71
0.09,-0.02,-0.68
0.12,0.11,-0.65
0.06,0.12,-0.72
0.12,0.12,-0.69
0.12,0.14,-0.71
0.11,0.15,-0.69
0.11,0.14,-0.68
0.12,0.14,-0.69
0.11,0.14,-0.69
