0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.68
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.14,-0.69
0.12,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.68
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.09,0.03,-0.69
0.11,0.54,-0.63
0.11,-0.03,-0.69
0.15,0.12,-0.69
0.05,0.00,-0.63
0.11,0.17,-0.68
0.12,0.38,-0.66
0.09,-0.14,-0.72
0.14,0.49,-0.69
0.05,-0.06,-0.68
0.17,0.09,-0.74
0.08,0.15,-0.65
0.11,0.18,-0.69
0.14,0.18,-0.71
0.08,0.17,-0.66
0.12,0.15,-0.71
0.12,0.15,-0.69
0.08,0.14,-0.68
0.12,0.15,-0.71
0.11,0.15,-0.69
0.09,0.15,-0.68
0.12,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.12,0.15,-0.69
0.11,0.15,-0.68
0.11,0.17,-0.69
0.11,0.15,-0.69
0.09,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.17,-0.69
0.09,0.15,-0.69
0.11,0.15,-0.68
0.11,0.15,-0.69
0.11,0.14,-0.69
0.12,0.15,-0.69
0.11,0.15,-0.68
0.11,0.15,-0.69
0.11,0.15,-0.68
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.12,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.68
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.68
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.68
0.11,0.17,-0.69
0.11,0.14,-0.68
0.11,0.15,-0.68
0.11,0.17,-0.69
0.11,0.15,-0.68
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.68
0.12,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.68
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.68
0.11,0.15,-0.69
0.11,0.17,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.68
0.11,0.15,-0.68
0.11,0.15,-0.68
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.12,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.68
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.12,0.15,-0.69
0.11,0.15,-0.69
0.12,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.68
0.11,0.15,-0.69
0.11,0.15,-0.68
0.12,0.15,-0.69
0.11,0.15,-0.69
0.12,0.15,-0.69
0.11,0.15,-0.69
0.12,0.15,-0.69
0.11,0.14,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.12,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
