9
0.11,0.17,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.12,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.68
0.11,0.15,-0.68
0.11,0.15,-0.69
0.11,0.17,-0.69
0.11,0.15,-0.68
0.11,0.15,-0.68
0.11,0.15,-0.68
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.14,-0.69
0.12,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.12,0.15,-0.69
0.11,0.15,-0.69
0.11,0.20,-0.66
0.08,0.06,-0.71
0.12,0.12,-0.68
0.11,0.17,-0.66
0.11,0.20,-0.69
0.12,0.26,-0.68
0.11,0.43,-0.65
0.11,0.20,-0.72
0.12,0.00,-0.74
0.09,-0.06,-0.66
0.11,0.17,-0.63
0.12,0.28,-0.68
0.11,0.18,-0.71
0.11,0.08,-0.69
0.09,0.26,-0.68
0.09,0.42,-0.72
0.12,0.15,-0.74
0.09,-0.06,-0.72
0.09,-0.02,-0.68
0.09,0.18,-0.65
0.09,0.20,-0.72
0.11,0.12,-0.75
0.09,0.09,-0.71
0.11,0.29,-0.68
0.12,0.45,-0.69
0.12,0.14,-0.74
0.11,-0.03,-0.72
0.09,0.09,-0.68
0.09,0.26,-0.63
0.12,0.18,-0.68
0.14,0.14,-0.69
0.12,0.17,-0.68
0.12,0.35,-0.63
0.11,0.37,-0.71
0.12,0.09,-0.71
0.09,-0.05,-0.68
0.09,0.14,-0.68
0.08,0.26,-0.68
0.09,0.11,-0.69
0.11,0.06,-0.72
0.09,0.18,-0.68
0.09,0.40,-0.68
0.12,0.38,-0.69
0.11,0.03,-0.72
0.11,-0.05,-0.68
0.11,0.11,-0.68
0.09,0.25,-0.69
0.11,0.18,-0.69
0.11,0.15,-0.71
0.11,0.14,-0.68
0.11,0.15,-0.69
0.11,0.14,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.68
0.11,0.15,-0.68
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.14,-0.69
0.11,0.15,-0.69
0.11,0.17,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.17,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.68
0.11,0.15,-0.69
0.11,0.15,-0.68
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.68
0.11,0.15,-0.69
0.11,0.15,-0.68
0.11,0.15,-0.68
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.66
0.11,0.15,-0.71
0.11,0.15,-0.69
0.12,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.68
0.11,0.17,-0.69
0.09,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.17,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.68
0.11,0.15,-0.69
0.11,0.15,-0.68
0.11,0.14,-0.69
0.11,0.15,-0.69
0.12,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.68
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.68
0.11,0.15,-0.68
0.11,0.17,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.17,-0.69
0.11,0.15,-0.69
0.11,0.17,-0.69
0.11,0.17,-0.69
0.11,0.15,-0.68
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.68
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
0.11,0.15,-0.69
