-0.02,0.28,-0.68
-0.05,0.12,-0.68
-0.02,0.32,-0.66
-0.05,0.55,-0.62
-0.03,0.62,-0.60
-0.03,0.43,-0.66
-0.05,0.18,-0.68
-0.03,0.18,-0.71
-0.03,0.32,-0.65
-0.03,0.49,-0.62
-0.05,0.52,-0.65
-0.05,0.49,-0.66
-0.03,0.34,-0.68
-0.02,0.32,-0.66
-0.03,0.14,-0.71
-0.03,0.38,-0.62
-0.03,0.58,-0.60
-0.02,0.57,-0.62
0.00,0.38,-0.66
-0.03,0.29,-0.66
-0.03,0.35,-0.65
-0.03,0.46,-0.63
-0.03,0.29,-0.68
0.00,0.09,-0.72
-0.03,0.40,-0.62
-0.03,0.58,-0.60
-0.03,0.55,-0.63
-0.02,0.32,-0.68
-0.02,0.29,-0.68
-0.05,0.37,-0.65
-0.02,0.43,-0.66
-0.03,0.23,-0.69
-0.03,0.11,-0.72
-0.05,0.42,-0.63
-0.05,0.60,-0.62
-0.02,0.48,-0.65
0.00,0.31,-0.68
-0.03,0.34,-0.66
-0.03,0.38,-0.66
-0.03,0.38,-0.69
-0.03,0.18,-0.71
0.00,0.14,-0.71
-0.03,0.45,-0.63
-0.03,0.57,-0.62
-0.03,0.40,-0.66
-0.02,0.28,-0.68
-0.03,0.42,-0.65
-0.05,0.46,-0.66
-0.03,0.40,-0.69
-0.03,0.14,-0.74
-0.03,0.17,-0.71
-0.05,0.51,-0.63
-0.05,0.58,-0.62
-0.02,0.42,-0.66
-0.02,0.28,-0.66
-0.03,0.43,-0.62
